1 1 49.9977
1 2 69.7607
1 3 79.0541
1 4 84.1411
1 5 87.2757
1 6 89.3828
1 7 90.8919
1 8 92.0244
1 9 92.9052
1 10 93.6094
1 11 94.185
1 12 94.664
1 13 95.0688
1 14 95.4152
1 15 95.7147
1 16 95.9762
1 17 96.2062
1 18 96.41
1 19 96.5917
1 20 96.7545
1 21 96.901
1 22 97.0334
1 23 97.1535
1 24 97.2628
1 25 97.3624
1 26 97.4535
1 27 97.5369
1 28 97.6134
1 29 97.6836
1 30 97.748
1 31 97.8072
1 32 97.8615
1 33 97.9114
1 34 97.957
1 35 97.9988
1 36 98.0369
1 37 98.0715
1 38 98.1029
1 39 98.1312
1 40 98.1565
1 41 98.1789
1 42 98.1986
1 43 98.2156
1 44 98.2301
1 45 98.242
1 46 98.2514
1 47 98.2584
1 48 98.2631
1 49 98.2653
1 50 98.2652
1 51 98.2626
1 52 98.2578
1 53 98.2505
1 54 98.2408
1 55 98.2286
1 56 98.2139
1 57 98.1966
1 58 98.1767
1 59 98.154
1 60 98.1285
1 61 98.1001
1 62 98.0685
1 63 98.0337
1 64 97.9954
1 65 97.9535
1 66 97.9077
1 67 97.8577
1 68 97.8033
1 69 97.744
1 70 97.6796
1 71 97.6093
1 72 97.5328
1 73 97.4494
1 74 97.3584
1 75 97.2587
1 76 97.1495
1 77 97.0294
1 78 96.8971
1 79 96.7506
1 80 96.588
1 81 96.4064
1 82 96.2028
1 83 95.9729
1 84 95.7115
1 85 95.4122
1 86 95.066
1 87 94.6614
1 88 94.1825
1 89 93.6071
1 90 92.9031
1 91 92.0226
1 92 90.8902
1 93 89.3814
1 94 87.2745
1 95 84.1402
1 96 79.0534
1 97 69.7602
1 98 49.9975
1 99 0
2 1 30.2301
2 2 49.9908
2 3 62.3147
2 4 70.2347
2 5 75.5787
2 6 79.3636
2 7 82.1603
2 8 84.3007
2 9 85.987
2 10 87.3473
2 11 88.4664
2 12 89.4024
2 13 90.1961
2 14 90.8772
2 15 91.4675
2 16 91.9838
2 17 92.4387
2 18 92.8422
2 19 93.2023
2 20 93.5252
2 21 93.8161
2 22 94.0792
2 23 94.3179
2 24 94.5352
2 25 94.7335
2 26 94.9148
2 27 95.0808
2 28 95.2331
2 29 95.3729
2 30 95.5013
2 31 95.6192
2 32 95.7275
2 33 95.8269
2 34 95.918
2 35 96.0013
2 36 96.0772
2 37 96.1464
2 38 96.209
2 39 96.2653
2 40 96.3158
2 41 96.3606
2 42 96.3999
2 43 96.4338
2 44 96.4626
2 45 96.4864
2 46 96.5053
2 47 96.5193
2 48 96.5285
2 49 96.5329
2 50 96.5327
2 51 96.5277
2 52 96.5179
2 53 96.5034
2 54 96.484
2 55 96.4597
2 56 96.4303
2 57 96.3959
2 58 96.3561
2 59 96.3109
2 60 96.26
2 61 96.2032
2 62 96.1402
2 63 96.0708
2 64 95.9944
2 65 95.9109
2 66 95.8195
2 67 95.7199
2 68 95.6114
2 69 95.4933
2 70 95.3648
2 71 95.2249
2 72 95.0726
2 73 94.9065
2 74 94.7253
2 75 94.527
2 76 94.3098
2 77 94.0712
2 78 93.8082
2 79 93.5175
2 80 93.1948
2 81 92.835
2 82 92.4317
2 83 91.9771
2 84 91.4612
2 85 90.8711
2 86 90.1904
2 87 89.3971
2 88 88.4615
2 89 87.3427
2 90 85.9828
2 91 84.297
2 92 82.157
2 93 79.3608
2 94 75.5763
2 95 70.2328
2 96 62.3133
2 97 49.9898
2 98 30.2296
2 99 0
3 1 20.932
3 2 37.6576
3 3 49.9792
3 4 58.9045
3 5 65.4407
3 6 70.3328
3 7 74.0848
3 8 77.0312
3 9 79.3947
3 10 81.3264
3 11 82.9311
3 12 84.283
3 13 85.4361
3 14 86.4299
3 15 87.2945
3 16 88.0528
3 17 88.7226
3 18 89.3179
3 19 89.85
3 20 90.3279
3 21 90.759
3 22 91.1492
3 23 91.5037
3 24 91.8266
3 25 92.1215
3 26 92.3913
3 27 92.6385
3 28 92.8653
3 29 93.0736
3 30 93.265
3 31 93.4409
3 32 93.6025
3 33 93.7507
3 34 93.8867
3 35 94.011
3 36 94.1245
3 37 94.2277
3 38 94.3212
3 39 94.4054
3 40 94.4808
3 41 94.5477
3 42 94.6064
3 43 94.6572
3 44 94.7003
3 45 94.7358
3 46 94.764
3 47 94.7849
3 48 94.7987
3 49 94.8053
3 50 94.8049
3 51 94.7974
3 52 94.7828
3 53 94.7611
3 54 94.7321
3 55 94.6958
3 56 94.652
3 57 94.6004
3 58 94.541
3 59 94.4734
3 60 94.3974
3 61 94.3125
3 62 94.2185
3 63 94.1147
3 64 94.0007
3 65 93.876
3 66 93.7397
3 67 93.591
3 68 93.4292
3 69 93.2531
3 70 93.0615
3 71 92.853
3 72 92.6261
3 73 92.3788
3 74 92.1091
3 75 91.8143
3 76 91.4915
3 77 91.1372
3 78 90.7472
3 79 90.3164
3 80 89.8388
3 81 89.307
3 82 88.7121
3 83 88.0427
3 84 87.2849
3 85 86.4208
3 86 85.4275
3 87 84.275
3 88 82.9236
3 89 81.3195
3 90 79.3884
3 91 77.0256
3 92 74.0799
3 93 70.3285
3 94 65.4372
3 95 58.9016
3 96 49.9771
3 97 37.6562
3 98 20.9313
3 99 0
4 1 15.8404
4 2 29.7283
4 3 41.0402
4 4 49.9631
4 5 56.947
